latencia,239,252,249,264,257 
 mh,99,100,106,100,106 
 clonados,6124336,4567175,6737814,4571564,6842127 
 pkts,38566675,41359842,39311445,41441059,39892180 
TX,200571201,RX,200571201,CLONE_E2I,28843016,DROP,89
latencia,176,324,315,308,324 
 mh,75,143,165,152,165 
 clonados,4238888,6120218,9077177,6154398,9190957 
 pkts,38627788,41292078,39347928,41399075,39783559 
TX,200450428,RX,200450428,CLONE_E2I,34781638,DROP,95
latencia,205,286,259,246,248 
 mh,84,100,106,100,106 
 clonados,5097536,4561198,6721557,4577912,6812540 
 pkts,38881248,41324705,39211113,41478347,39706493 
TX,200601906,RX,200601906,CLONE_E2I,27770743,DROP,96
latencia,231,264,237,256,247 
 mh,100,101,106,101,107 
 clonados,6136506,4613803,6748474,4589080,6845223 
 pkts,38598502,41448542,39292176,41346068,39806080 
TX,200491368,RX,200491368,CLONE_E2I,28933086,DROP,91
latencia,210,315,310,329,317 
 mh,74,143,165,152,165 
 clonados,4247275,6124110,9042450,6186499,9175229 
 pkts,38674966,41313848,39202825,41539209,39719580 
TX,200450428,RX,200450428,CLONE_E2I,34775563,DROP,94
latencia,171,318,310,317,327 
 mh,74,143,165,139,165 
 clonados,4246005,6141533,9068013,6651267,9190032 
 pkts,38669553,41409800,39263687,41271728,39833613 
TX,200448381,RX,200448381,CLONE_E2I,35296850,DROP,98
latencia,185,323,316,323,331 
 mh,74,144,165,152,165 
 clonados,4254163,6164920,9054199,6127581,9178057 
 pkts,38756336,41484300,39190355,41226183,39797348 
TX,200454522,RX,200454522,CLONE_E2I,34778920,DROP,89
latencia,183,306,318,311,329 
 mh,75,143,165,152,165 
 clonados,4256635,6131394,9042309,6158037,9192835 
 pkts,38757768,41329957,39142924,41396922,39822857 
TX,200450428,RX,200450428,CLONE_E2I,34781210,DROP,95
latencia,190,316,320,317,313 
 mh,78,80,80,80,80 
 clonados,4272515,6108413,9069935,6139078,9155694 
 pkts,38899985,41273511,39290504,41331721,39654707 
TX,200450428,RX,200450428,CLONE_E2I,34745635,DROP,88
latencia,212,236,237,238,267 
 mh,87,100,106,100,106 
 clonados,5289018,4578883,6726402,4564850,6833200 
 pkts,38691907,41476300,39206282,41329180,39892096 
TX,200595765,RX,200595765,CLONE_E2I,27992353,DROP,92
