latencia,15,26,25,26,25,28,24,26,27,23,30,24,26 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,83038396,45740327,85053854,45408425,85064383,46006096,84702519,45833063,85123488,45479747,85351789,53757362 
 pkts,129983307,98042136,88052487,96775658,87551115,96367865,88983406,95867707,88430422,96273744,88046348,96610866,104047015 
TX,1255032076,RX,1255032076,CLONE_E2I,790559449,DROP,92
latencia,14,26,24,26,23,27,27,27,29,25,28,25,25 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,82782857,45922537,85088097,45938639,85088204,45461728,85398606,45831002,84939271,45766697,85002330,54328117 
 pkts,130356553,97388515,88466038,96597662,88634124,96654931,87433817,96829438,88577029,96056594,88266161,96316222,104526104 
TX,1256471117,RX,1256471117,CLONE_E2I,791738097,DROP,96
latencia,14,24,26,25,28,21,27,27,26,28,28,27,25 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,82799496,45958875,85761788,45003983,84950026,45631817,85279970,45372587,85251883,45446378,85621206,53773378 
 pkts,128936063,98765346,88677487,96947608,87877782,96136257,88323901,96611338,87852832,96910747,87558645,97193360,103859753 
TX,1255955273,RX,1255955273,CLONE_E2I,791006934,DROP,93
latencia,15,20,27,26,24,29,28,27,25,23,32,27,27 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,83219285,45263764,85892729,45057273,85807550,44785096,85626776,45171859,85918646,44977593,85302881,53790437 
 pkts,131145964,96994054,87917293,97396713,87830668,97125692,87173303,97252748,87608962,97336098,87677256,96499049,104002158 
TX,1256456788,RX,1256456788,CLONE_E2I,791069083,DROP,100
latencia,15,26,24,27,27,26,28,21,24,24,27,28,26 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,84948953,45011024,85641794,44798682,85840739,44653814,84987259,45824987,84802740,46421009,85258562,53484113 
 pkts,131592924,98547409,87876741,96734941,87643043,97110143,87048069,96724068,88025246,96488414,89051826,96597307,103176323 
TX,1256616454,RX,1256616454,CLONE_E2I,791673676,DROP,98
latencia,14,24,28,24,26,25,26,27,28,23,31,23,25 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,81949486,45553550,84863130,44515643,85112715,44889673,85250615,44987628,84717951,45058778,85000146,53533233 
 pkts,129686142,97491031,87750013,96234020,86660424,96918210,87009034,97456536,86992873,96425830,86827168,96900481,103120662 
TX,1249472424,RX,1249472424,CLONE_E2I,785432548,DROP,98
latencia,14,25,22,27,26,23,25,29,25,24,23,25,21 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,83606631,45674750,85132738,45376829,85903997,45321080,85403646,45295990,84913977,45911051,85558985,53720379 
 pkts,130996079,97647954,88368958,96546360,87836262,97726946,87835438,96617889,87852216,96252970,88217951,97090787,103677819 
TX,1256667629,RX,1256667629,CLONE_E2I,791820053,DROP,92
latencia,17,28,23,25,25,25,24,25,23,26,22,23,26 
 mh,0,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,84040894,45834907,85093892,45511721,85436983,45809399,85266354,45531104,85578500,45268381,85342635,53260154 
 pkts,132733760,96794671,87913541,96881725,87604809,97064408,88417659,96533250,88067692,96964064,87768077,96450537,103092694 
TX,1256286887,RX,1256286887,CLONE_E2I,791974924,DROP,93
latencia,15,26,24,25,30,29,26,25,27,25,23,26,26 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,84338519,45739727,84649830,45927935,84954363,45835611,84755730,45592360,85105719,45930146,85679243,53144017 
 pkts,131963730,97466265,88483177,95909809,88695797,96155208,88575300,95984453,87956391,96719444,88322047,97065854,103079480 
TX,1256376955,RX,1256376955,CLONE_E2I,791653200,DROP,94
latencia,15,26,26,26,29,24,27,25,30,26,24,24,26 
 mh,0,6,7,7,7,7,7,7,7,7,7,7,7 
 clonados,0,83649163,45461306,84880616,46039518,84313930,46493681,85471315,45070958,85093867,45721942,85546586,54035675 
 pkts,130796793,97799932,88109865,96506237,88634391,95545331,89105774,96668384,87421711,96652462,88010637,97132174,104200011 
TX,1256583702,RX,1256583702,CLONE_E2I,791778557,DROP,92
