latencia,26,26,25 
 mh,0,0,0 
 clonados,390287975,438537133,403405434 
 pkts,390287965,438537143,403405434 
TX,1232230543,RX,1232230543,CLONE_E2I,1232230543,DROP,91
latencia,26,24,26 
 mh,0,0,0 
 clonados,389454445,439362088,403178605 
 pkts,389454449,439362084,403178605 
TX,1231995138,RX,1231995138,CLONE_E2I,1231995138,DROP,100
latencia,25,27,26 
 mh,0,0,0 
 clonados,390256169,439120907,402751117 
 pkts,390256155,439120920,402751118 
TX,1232128193,RX,1232128193,CLONE_E2I,1232128193,DROP,95
latencia,25,25,28 
 mh,0,0,0 
 clonados,389065248,439976511,402851029 
 pkts,389065248,439976507,402851033 
TX,1231892788,RX,1231892788,CLONE_E2I,1231892788,DROP,95
latencia,25,26,26 
 mh,0,0,0 
 clonados,390251907,439441345,401990742 
 pkts,390251889,439441363,401990742 
TX,1231683994,RX,1231683994,CLONE_E2I,1231683994,DROP,90
latencia,25,25,24 
 mh,0,0,0 
 clonados,390188254,439373200,402384556 
 pkts,390188254,439373199,402384557 
TX,1231946010,RX,1231946010,CLONE_E2I,1231946010,DROP,100
latencia,23,24,25 
 mh,0,0,0 
 clonados,390886346,439692306,401541351 
 pkts,390886346,439692307,401541350 
TX,1232120005,RX,1232120005,CLONE_E2I,1232120005,DROP,103
latencia,25,27,25 
 mh,0,0,0 
 clonados,389539638,439659230,402865868 
 pkts,389539633,439659227,402865876 
TX,1232064736,RX,1232064736,CLONE_E2I,1232064736,DROP,95
latencia,26,25,26 
 mh,0,0,0 
 clonados,390394287,438474194,402958803 
 pkts,390394288,438474191,402958805 
TX,1231827284,RX,1231827284,CLONE_E2I,1231827284,DROP,98
latencia,26,24,26 
 mh,0,0,0 
 clonados,390596878,439150043,402063987 
 pkts,390596878,439150043,402063987 
TX,1231810908,RX,1231810908,CLONE_E2I,1231810908,DROP,93
